Lämpötilan keskiarvo [°C],Alin lämpötila [°C],Ylin lämpötila [°C],Tunnin sademäärä [mm],Suhteellisen kosteuden keskiarvo [%],Ilmanpaineen keskiarvo [hPa],Keskituulen nopeus [m/s],Kovin keskituulen nopeus [m/s],Kovin puuska [m/s],Tuulen suunnan keskiarvo [°]
16.1,15.4,16.7,0.0,30,1016.3,4.6,6.1,10.0,295.0
15.7,15.0,16.7,0.0,32,1016.2,4.4,6.3,9.8,261.0
15.6,14.9,16.2,0.0,34,1016.2,4.5,5.8,9.2,257.0
13.8,13.4,14.8,0.0,45,1016.2,5.0,5.9,8.4,237.0
13.1,12.5,13.5,0.0,39,1016.2,5.9,7.8,10.1,272.0
11.8,11.3,12.5,0.0,44,1016.3,5.6,6.2,9.8,272.0
10.8,10.4,11.2,0.0,43,1016.6,5.0,5.9,9.1,279.0
10.1,9.8,10.3,0.0,39,1016.8,5.5,6.5,9.7,278.0
9.5,9.2,9.8,0.0,42,1017.0,5.1,6.0,8.7,279.0
9.1,8.8,9.3,0.0,47,1017.1,4.0,5.0,7.1,277.0
8.7,8.3,9.0,0.0,51,1017.1,3.2,4.3,5.6,269.0
8.4,8.3,8.6,0.0,56,1017.1,2.7,3.4,4.6,262.0
8.6,8.4,8.8,0.0,60,1017.3,3.2,3.9,5.7,266.0
8.6,8.4,8.7,0.0,64,1017.4,2.1,3.0,3.7,275.0
9.1,8.4,9.6,0.0,67,1017.4,2.1,2.9,4.3,218.0
9.9,9.6,10.2,0.0,68,1017.7,1.8,2.3,3.8,287.0
9.3,8.4,10.2,0.8,73,1018.4,2.9,4.4,7.8,325.0
10.2,8.7,11.5,0.0,72,1018.2,2.0,2.6,3.9,70.0
12.1,11.2,13.4,0.0,59,1018.6,1.7,2.8,5.9,327.0
12.8,12.4,13.4,0.0,56,1019.1,2.7,3.8,6.4,328.0
13.6,12.6,14.9,0.0,52,1019.3,1.9,3.0,6.0,331.0
13.9,13.3,14.9,0.0,54,1019.5,2.5,4.2,8.4,307.0
14.4,13.5,15.6,0.0,57,1019.6,3.7,5.2,7.4,159.0
14.0,13.2,15.7,0.0,59,1019.7,3.9,5.8,7.5,193.0
14.3,12.8,15.7,0.0,58,1019.8,5.0,5.7,7.8,214.0
14.3,13.1,16.0,0.0,55,1019.8,5.5,6.9,9.9,218.0
14.2,13.1,15.5,0.0,54,1019.9,5.0,6.7,9.1,219.0
14.7,14.1,15.4,0.0,53,1019.7,3.4,5.1,7.7,212.0
14.4,13.8,14.9,0.0,53,1019.3,1.9,2.9,4.3,240.0
13.7,12.9,14.4,0.0,48,1019.2,3.8,4.7,7.3,299.0
12.5,11.6,12.9,0.0,50,1019.3,4.3,4.9,7.9,291.0
10.7,9.6,11.5,0.0,56,1019.4,3.9,4.2,6.8,299.0
9.4,8.9,9.6,0.0,60,1019.1,3.7,4.2,6.4,291.0
8.5,8.0,8.9,0.0,63,1018.8,3.7,4.3,6.7,285.0
8.5,8.2,8.9,0.0,62,1018.2,4.4,4.7,6.8,277.0
8.0,7.8,8.2,0.0,67,1017.7,4.6,5.3,7.1,273.0
7.9,7.5,8.2,0.0,68,1017.0,4.8,5.7,8.1,255.0
8.7,8.0,9.8,0.0,68,1016.0,5.5,6.2,8.7,230.0
10.0,9.7,10.4,0.0,71,1014.9,6.1,7.2,10.3,226.0
10.5,10.0,11.0,0.0,77,1014.0,6.0,6.5,9.1,224.0
11.8,11.0,12.9,0.0,75,1013.2,6.2,7.1,10.7,229.0
13.6,13.0,14.4,0.0,68,1012.0,6.2,7.0,11.5,229.0
14.8,14.1,15.4,0.0,66,1011.0,6.3,7.1,10.6,226.0
13.6,13.2,14.2,0.0,72,1010.7,5.6,6.8,9.7,227.0
14.1,13.3,15.3,0.0,72,1010.4,5.9,6.8,9.4,224.0
15.9,14.8,17.2,0.0,64,1010.2,4.9,6.0,9.8,238.0
17.5,16.3,19.3,0.0,46,1009.9,5.6,6.2,10.3,286.0
18.1,17.3,19.4,0.0,41,1009.6,6.0,6.8,10.9,286.0
18.1,17.5,18.8,0.0,39,1009.5,5.3,6.5,10.6,294.0
17.5,16.9,18.3,0.0,38,1009.5,6.0,7.9,12.3,307.0
17.3,16.7,17.6,0.0,38,1009.5,6.1,7.7,12.2,286.0
16.3,15.5,17.4,0.0,40,1009.4,6.1,7.1,11.3,283.0
15.1,14.5,15.7,0.0,41,1009.4,6.1,7.4,10.9,290.0
13.9,13.1,14.5,0.0,42,1009.4,5.8,7.0,11.4,291.0
12.8,12.4,13.3,0.0,45,1009.4,5.8,7.0,11.2,298.0
11.9,11.5,12.4,0.0,47,1009.5,5.4,6.6,12.5,301.0
10.9,10.3,11.5,0.0,50,1009.3,4.8,5.8,9.9,305.0
10.0,9.4,10.6,0.0,54,1009.2,4.5,5.2,8.3,298.0
9.0,8.5,9.4,0.0,59,1009.1,5.2,5.7,10.1,294.0
8.1,7.4,8.5,0.0,62,1009.2,4.6,5.3,8.6,294.0
7.4,7.1,7.7,0.0,66,1009.0,4.4,4.9,7.8,290.0
7.5,7.2,7.8,0.0,64,1009.2,5.0,5.6,9.2,288.0
8.1,7.8,8.4,0.0,59,1009.1,4.9,5.6,9.2,288.0
8.8,8.5,9.4,0.0,56,1009.1,6.1,7.8,11.5,294.0
8.8,8.6,9.2,0.0,56,1009.1,5.4,6.6,10.2,301.0
9.8,9.0,10.9,0.0,52,1009.3,6.6,7.3,11.2,290.0
11.4,10.8,12.3,0.0,44,1009.1,6.8,9.8,14.6,298.0
11.6,10.7,12.7,0.0,40,1009.4,7.1,9.9,13.6,301.0
11.7,10.7,13.1,0.0,37,1009.5,6.0,7.3,11.8,317.0
10.7,9.7,12.0,0.0,40,1009.8,5.8,6.9,12.6,306.0
11.2,10.2,12.2,0.0,37,1009.9,6.6,7.6,12.4,301.0
11.8,10.8,12.9,0.0,34,1010.1,7.7,8.5,13.3,292.0
11.4,10.3,13.0,0.0,34,1010.7,6.8,8.6,13.7,311.0
9.5,8.7,10.9,0.0,42,1011.9,6.1,9.1,15.3,330.0
9.1,7.7,11.0,0.0,43,1012.6,5.9,7.5,13.3,331.0
8.3,8.1,8.6,0.0,48,1012.8,4.2,5.1,8.9,314.0
8.1,7.5,8.4,0.0,49,1012.7,3.7,4.9,9.4,309.0
7.2,6.8,7.6,0.0,55,1012.6,3.3,3.8,5.7,285.0
6.9,6.6,7.2,0.0,54,1012.5,4.7,5.3,9.3,280.0
6.2,5.5,7.2,0.0,52,1012.6,3.9,5.2,9.0,278.0
5.9,5.5,6.2,0.0,54,1012.5,4.8,5.5,8.5,282.0
5.5,5.1,5.9,0.0,57,1012.5,4.8,5.6,8.1,277.0
4.8,4.1,5.3,0.0,62,1012.4,4.2,4.8,7.3,278.0
4.4,3.9,5.0,0.0,68,1012.5,4.5,6.1,10.9,290.0
4.7,4.5,4.9,0.0,69,1012.5,5.3,5.7,10.1,299.0
4.8,4.6,4.9,0.0,72,1012.5,5.3,6.0,9.9,283.0
5.3,4.8,5.7,0.0,73,1012.6,5.7,6.8,11.3,292.0
5.9,5.7,6.5,0.0,71,1012.8,5.5,6.8,11.3,300.0
6.6,6.2,7.3,0.0,68,1013.0,5.3,6.1,9.9,301.0
7.5,6.2,8.9,0.0,67,1013.4,4.5,5.1,9.4,333.0
8.1,7.1,9.0,0.0,64,1013.7,4.8,6.1,9.4,299.0
9.4,8.3,10.6,0.0,54,1013.9,4.3,5.0,8.2,316.0
10.3,8.1,11.7,0.0,51,1014.0,3.9,5.2,8.6,300.0
9.5,8.3,10.9,0.0,63,1014.3,3.6,4.5,7.7,302.0
10.2,8.9,11.3,0.0,60,1014.6,4.5,5.7,10.0,311.0
9.1,7.8,10.3,0.4,73,1014.9,3.5,5.4,8.6,333.0
9.9,8.2,11.2,0.0,72,1015.1,4.0,5.0,10.3,315.0
9.0,8.4,10.1,0.0,74,1015.5,4.3,6.0,11.2,332.0
9.1,8.6,9.7,0.0,66,1015.8,4.3,5.3,10.9,338.0
8.5,7.5,9.8,0.3,72,1016.2,4.1,5.8,9.9,360.0
7.7,7.4,8.1,0.0,79,1016.5,2.7,4.1,7.1,347.0
7.3,7.0,7.9,0.0,78,1017.0,4.5,5.7,9.6,344.0
6.2,5.5,7.1,0.0,83,1017.3,2.5,4.3,5.2,327.0
5.8,5.3,6.0,0.0,88,1017.4,3.0,3.7,5.2,299.0
4.8,4.4,5.3,0.0,89,1017.4,3.7,4.0,5.6,301.0
5.0,4.5,5.4,0.0,85,1017.5,3.7,3.9,6.5,308.0
5.2,5.0,5.5,0.0,80,1017.5,3.8,4.2,6.9,314.0
4.1,3.7,4.9,0.0,83,1017.5,3.8,4.1,6.3,304.0
3.8,3.6,4.1,0.0,83,1017.7,3.9,4.3,6.6,311.0
4.8,4.1,5.5,0.0,79,1017.8,3.5,4.0,6.0,310.0
6.1,5.5,6.7,0.0,73,1017.9,3.4,3.7,6.5,312.0
7.3,6.7,8.0,0.0,67,1018.1,3.4,3.9,6.0,315.0
9.1,8.1,10.5,0.0,57,1018.2,3.4,4.3,6.8,325.0
11.0,10.3,11.6,0.0,46,1018.0,3.3,3.9,6.2,319.0
11.5,10.7,12.1,0.0,44,1017.9,3.7,4.2,6.8,286.0
12.4,11.9,13.0,0.0,43,1017.7,4.1,5.1,8.1,281.0
12.6,12.2,13.0,0.0,42,1017.6,4.0,4.6,8.3,290.0
13.2,12.7,13.6,0.0,43,1017.4,4.4,5.0,8.2,288.0
13.2,12.1,14.0,0.0,53,1017.2,5.1,7.2,10.2,238.0
11.8,11.2,12.2,0.0,64,1017.1,5.1,6.8,9.7,246.0
12.5,11.8,13.8,0.0,61,1016.7,4.5,5.4,7.6,231.0
14.5,13.9,15.3,0.0,51,1015.9,6.0,7.1,9.6,225.0
14.1,13.7,14.6,0.0,51,1015.4,5.7,6.8,10.7,239.0
13.8,13.2,14.5,0.0,45,1015.2,6.7,7.4,11.8,259.0
12.9,12.5,13.3,0.0,41,1015.1,6.1,7.0,10.9,268.0
12.1,11.7,12.5,0.0,46,1014.8,5.1,7.1,10.1,259.0
11.3,10.6,11.9,0.0,56,1014.9,4.6,6.2,9.1,266.0
9.9,8.9,11.0,0.0,74,1015.1,4.5,5.5,9.3,281.0
8.6,8.5,8.9,0.0,88,1014.9,4.3,4.9,7.4,264.0
8.7,8.6,8.8,0.0,86,1014.6,5.0,5.9,8.4,262.0
8.7,8.6,8.7,0.0,86,1014.2,5.2,5.7,7.9,264.0
8.5,8.2,8.6,0.0,87,1013.8,4.7,5.5,7.7,263.0
8.5,8.1,8.8,0.0,87,1013.5,4.5,5.2,8.0,252.0
8.7,8.5,9.0,0.0,85,1013.3,3.8,4.5,7.4,252.0
9.4,9.0,9.8,0.0,84,1013.0,3.8,4.9,7.4,259.0
10.0,9.6,10.4,0.0,81,1012.9,4.0,4.8,7.4,279.0
10.6,10.2,11.1,0.0,75,1013.0,3.9,4.9,7.7,304.0
12.3,10.8,13.7,0.0,66,1013.1,3.6,4.2,7.1,309.0
13.1,11.7,15.0,0.0,61,1013.3,4.7,6.1,9.5,317.0
14.1,13.3,15.2,0.0,54,1013.6,4.6,6.0,10.0,309.0
15.1,13.9,16.3,0.0,48,1013.7,4.3,5.8,10.2,304.0
14.8,14.3,15.9,0.0,47,1013.9,4.7,5.9,10.0,311.0
15.0,14.4,15.9,0.0,47,1014.4,4.2,6.1,10.8,330.0
15.1,14.1,16.7,0.0,48,1014.9,4.6,5.5,9.1,321.0
15.0,14.5,16.0,0.0,47,1015.2,4.9,6.1,9.2,303.0
15.6,14.8,16.4,0.0,45,1015.4,4.7,5.9,9.3,296.0
14.9,14.5,15.3,0.0,45,1015.7,4.5,5.0,8.7,317.0
14.8,14.5,15.1,0.0,46,1015.8,4.6,6.0,9.4,300.0
14.2,13.4,14.7,0.0,46,1016.0,4.2,5.6,8.7,307.0
13.0,12.2,13.6,0.0,52,1016.3,3.9,4.9,8.0,303.0
12.3,12.0,12.6,0.0,58,1016.7,3.3,3.6,5.5,300.0
11.3,10.5,12.0,0.0,64,1017.0,3.4,3.8,6.4,294.0
10.2,9.8,10.5,0.0,70,1017.3,3.9,4.6,6.8,281.0
9.6,9.1,10.1,0.0,66,1017.6,4.5,5.2,7.9,292.0
8.8,8.3,9.1,0.0,67,1017.8,4.4,4.6,7.0,294.0
8.0,7.5,8.4,0.0,70,1018.0,4.2,4.7,6.8,289.0
7.7,7.3,8.1,0.0,71,1017.8,4.1,4.5,7.5,280.0
8.3,8.0,8.9,0.0,67,1017.5,4.8,5.1,7.3,273.0
9.1,8.8,9.3,0.0,68,1017.3,5.3,6.2,8.6,274.0
9.5,9.2,10.0,0.0,71,1017.5,4.6,5.1,7.1,279.0
11.8,10.0,13.5,0.0,65,1017.2,4.1,4.7,7.5,278.0
14.4,13.6,15.6,0.0,55,1017.1,5.2,6.2,9.2,285.0
16.0,15.3,16.8,0.0,50,1017.2,5.9,7.4,11.4,282.0
17.1,16.5,17.7,0.0,46,1017.2,6.1,7.5,12.0,283.0
18.4,17.5,19.4,0.0,42,1016.9,6.3,7.7,12.1,276.0
19.0,18.5,19.8,0.0,39,1016.7,6.4,8.4,12.3,276.0
18.9,18.3,19.9,0.0,40,1016.6,6.4,8.4,11.4,266.0
18.7,18.4,19.2,0.0,40,1016.4,7.3,8.4,13.4,266.0
19.8,18.8,20.7,0.0,36,1016.1,7.9,9.3,13.8,273.0
19.7,19.2,20.2,0.0,34,1016.0,7.8,9.5,14.4,283.0
18.7,18.0,19.5,0.0,35,1016.2,8.4,9.3,15.3,293.0
17.5,16.9,18.1,0.0,38,1016.4,6.8,8.5,13.7,301.0
16.4,15.8,16.9,0.0,41,1016.6,6.9,8.9,13.1,294.0
15.4,14.8,15.8,0.0,44,1016.8,6.0,6.9,11.8,293.0
14.0,12.8,14.8,0.0,50,1017.3,4.0,4.8,8.4,294.0
12.3,11.8,12.7,0.0,56,1017.9,4.1,4.6,6.6,296.0
10.8,10.3,11.7,0.0,61,1018.2,3.7,4.0,5.7,278.0
10.2,9.9,10.7,0.0,65,1018.4,3.9,4.2,5.3,273.0
9.7,9.2,10.2,0.0,72,1018.2,3.8,4.1,5.2,292.0
9.1,8.6,9.7,0.0,75,1018.3,2.9,3.6,4.8,279.0
8.3,7.8,8.7,0.0,81,1018.4,2.5,2.8,3.7,263.0
8.9,8.1,9.6,0.0,80,1018.5,2.4,3.0,4.0,263.0
10.8,9.7,11.9,0.0,71,1018.5,3.0,3.5,4.4,280.0
13.2,11.9,14.2,0.0,58,1018.6,2.3,2.9,4.4,309.0
14.8,14.1,15.7,0.0,52,1018.7,2.1,2.7,4.0,313.0
16.5,15.6,17.8,0.0,44,1018.7,2.1,2.8,5.9,286.0
16.6,15.8,17.1,0.0,49,1018.7,3.3,4.3,5.7,226.0
16.7,15.2,18.3,0.0,50,1018.7,4.6,5.6,7.7,214.0
16.2,15.4,17.3,0.0,51,1019.1,6.1,7.6,10.2,227.0
14.9,14.4,15.9,0.0,59,1018.8,3.7,4.8,7.5,226.0
13.9,13.4,14.9,0.0,73,1018.9,4.0,5.0,7.2,237.0
16.5,13.9,17.6,0.0,59,1018.7,4.4,5.5,7.1,224.0
17.7,16.7,18.4,0.0,52,1018.3,3.3,4.1,5.8,218.0
16.0,15.0,17.2,0.0,60,1017.9,3.6,4.4,6.8,227.0
14.9,14.2,15.9,0.0,67,1017.4,2.2,3.5,4.7,231.0
15.5,14.6,16.4,0.0,62,1017.1,3.2,3.9,5.8,229.0
14.7,14.1,15.2,0.0,71,1016.8,2.3,3.8,5.1,229.0
13.4,12.5,14.1,0.0,83,1016.9,2.1,2.9,3.9,260.0
12.7,12.0,13.3,0.0,75,1017.3,2.8,4.2,6.6,333.0
12.5,12.1,13.0,0.0,60,1017.8,2.4,3.0,5.2,345.0
11.9,11.6,12.2,0.0,58,1018.1,2.7,3.0,5.5,326.0
11.2,10.2,11.9,0.0,56,1018.6,3.1,4.2,7.7,341.0
8.9,8.1,10.2,0.0,68,1018.8,2.8,3.2,4.9,324.0
7.5,7.0,8.1,0.0,74,1019.1,3.5,3.7,5.2,312.0
7.0,6.9,7.2,0.0,77,1019.4,3.5,4.0,5.9,314.0
7.8,7.2,8.8,0.0,74,1019.7,3.2,4.0,5.3,322.0
9.8,8.8,10.4,0.0,65,1019.9,2.4,3.0,4.6,323.0
11.1,10.2,11.9,0.0,58,1020.2,2.4,3.2,4.9,325.0
12.6,12.0,13.4,0.0,52,1020.5,1.9,2.4,4.6,333.0
13.8,13.0,14.5,0.0,51,1020.6,2.9,3.9,5.7,318.0
15.1,14.2,16.1,0.0,49,1020.6,2.8,3.9,7.6,304.0
16.3,15.2,17.6,0.0,45,1020.5,3.9,4.8,8.3,289.0
17.0,16.2,18.3,0.0,40,1020.6,3.6,4.3,9.3,306.0
18.0,17.0,19.1,0.0,37,1020.5,4.1,4.9,9.0,290.0
17.5,16.7,18.4,0.0,46,1020.3,4.8,5.9,9.5,228.0
17.7,16.8,18.6,0.0,49,1020.2,5.3,6.6,10.5,220.0
17.9,17.4,18.7,0.0,48,1019.8,5.2,6.2,8.9,223.0
17.6,17.0,18.3,0.0,49,1019.4,6.4,7.1,9.9,221.0
16.9,15.8,17.4,0.0,51,1019.0,6.4,7.0,9.7,222.0
15.6,15.0,16.5,0.0,53,1018.8,5.5,6.8,9.2,223.0
14.6,13.7,15.1,0.0,56,1018.5,4.3,5.4,8.2,225.0
13.5,13.3,13.7,0.0,61,1018.6,3.9,4.2,6.2,239.0
12.6,12.1,13.2,0.0,63,1018.9,3.3,3.7,5.2,271.0
11.7,11.5,12.1,0.0,56,1019.1,4.0,4.6,7.1,303.0
11.0,10.4,11.7,0.0,52,1019.2,3.7,4.5,6.3,310.0
9.4,8.7,10.4,0.0,57,1019.1,3.3,3.7,5.3,313.0
8.6,7.8,9.1,0.0,59,1019.1,3.0,3.7,4.9,321.0
7.1,6.4,7.8,0.0,65,1019.2,2.8,3.0,3.9,304.0
6.6,6.4,6.9,0.0,68,1019.1,3.0,3.3,4.5,281.0
7.3,6.9,8.0,0.0,68,1019.1,3.1,3.4,4.7,295.0
9.1,8.0,10.2,0.0,62,1019.1,2.7,3.2,4.9,309.0
11.1,10.1,12.2,0.0,55,1019.0,2.3,3.0,4.7,313.0
13.1,12.1,13.9,0.0,47,1018.6,2.1,2.8,4.7,329.0
15.0,14.0,16.0,0.0,40,1018.4,1.8,2.5,3.9,283.0
16.1,15.5,16.8,0.0,40,1018.1,2.5,3.7,5.7,181.0
15.3,14.3,16.7,0.0,45,1018.0,4.1,5.0,8.0,210.0
14.0,12.1,16.3,0.0,49,1017.6,5.1,6.7,8.7,212.0
13.0,11.8,15.3,0.0,52,1017.2,5.8,7.4,10.2,211.0
16.5,14.8,18.0,0.0,42,1017.0,5.3,6.5,9.1,218.0
17.8,16.6,18.9,0.0,42,1016.3,5.2,6.3,8.5,208.0
15.4,13.4,16.8,0.0,57,1016.6,3.7,5.8,8.5,285.0
12.8,12.6,13.4,0.0,88,1017.0,3.4,4.6,7.9,330.0
13.5,13.0,14.4,0.0,80,1016.8,3.4,4.1,6.9,340.0
14.3,13.8,14.8,0.0,64,1016.8,4.3,5.1,9.0,342.0
14.0,13.7,14.2,0.0,59,1017.0,3.6,4.8,7.4,340.0
13.3,12.8,13.7,0.0,59,1017.6,3.5,4.3,8.3,348.0
11.9,10.5,12.7,0.0,61,1018.5,3.0,3.5,6.2,345.0
9.3,8.7,10.5,0.0,73,1019.1,2.7,2.9,4.2,331.0
8.3,7.9,8.7,0.0,78,1019.6,3.1,3.6,5.7,325.0
7.8,7.7,8.0,0.0,76,1020.1,3.6,4.0,6.1,322.0
7.5,7.1,8.0,0.0,74,1020.6,3.3,4.0,6.1,329.0
7.3,7.1,7.6,0.0,72,1021.2,3.3,3.5,5.9,341.0
7.0,6.8,7.2,0.0,74,1021.7,3.5,4.2,7.1,342.0
7.7,7.3,8.4,0.0,72,1022.2,4.0,4.4,6.8,345.0
8.9,8.4,9.7,0.0,68,1022.8,4.4,5.0,8.5,352.0
10.3,9.4,11.1,0.0,63,1023.3,3.1,4.7,6.6,348.0
12.0,11.0,12.6,0.0,56,1023.5,3.4,5.0,7.3,345.0
13.4,12.3,14.6,0.0,48,1023.9,4.3,5.4,8.8,2.0
14.5,14.1,15.0,0.0,40,1024.2,4.0,4.6,8.7,2.0
15.2,14.7,16.0,0.0,38,1024.5,4.1,5.3,9.0,356.0
15.7,15.0,16.5,0.0,35,1024.8,3.7,5.3,9.3,358.0
16.0,15.3,17.1,0.0,33,1024.9,4.1,5.7,10.6,351.0
16.7,16.0,18.0,0.0,30,1024.7,4.0,5.5,9.5,346.0
17.5,16.2,18.6,0.0,29,1024.7,3.7,4.6,8.7,339.0
17.0,16.3,18.0,0.0,29,1024.7,3.7,4.8,7.3,11.0
17.1,16.3,17.7,0.0,28,1024.7,4.0,4.6,8.1,8.0
17.0,16.1,18.2,0.0,31,1024.8,2.7,4.3,6.8,15.0
16.0,15.6,16.5,0.0,33,1025.0,3.5,4.8,7.8,24.0
16.0,15.4,16.3,0.0,32,1025.3,3.7,4.4,7.4,11.0
14.5,14.0,15.4,0.0,37,1025.8,3.4,4.8,6.8,63.0
12.9,11.3,14.0,0.0,43,1026.4,2.5,3.5,5.1,58.0
10.4,9.8,11.2,0.0,52,1026.9,1.6,2.0,2.6,42.0
9.1,8.2,9.8,0.0,57,1027.2,2.0,2.3,2.9,50.0
8.1,7.2,8.8,0.0,62,1027.7,1.9,2.2,2.7,42.0
7.2,6.0,7.8,0.0,71,1028.1,2.0,2.3,3.6,53.0
6.1,5.5,7.1,0.0,75,1028.5,2.3,2.6,3.5,38.0
5.7,5.2,6.3,0.0,77,1028.9,2.3,2.5,3.5,48.0
6.6,5.6,7.9,0.0,73,1029.2,2.1,2.5,3.0,56.0
9.9,8.0,11.4,0.0,59,1029.6,1.4,1.7,2.1,62.0
12.6,11.2,13.7,0.0,48,1029.8,1.6,2.2,3.3,86.0
14.0,13.3,14.7,0.0,41,1030.2,2.6,3.6,5.5,105.0
15.0,14.4,15.5,0.0,36,1030.4,3.5,4.3,6.0,124.0
15.6,15.1,16.5,0.0,34,1030.8,4.0,4.5,6.5,129.0
16.5,16.0,16.9,0.0,33,1030.9,4.2,5.2,7.3,144.0
15.7,15.0,17.0,0.0,35,1031.2,5.0,5.7,8.1,169.0
15.5,15.1,16.1,0.0,34,1031.2,5.4,6.1,8.2,157.0
16.1,15.1,17.0,0.0,32,1030.9,4.7,5.4,7.8,160.0
15.8,15.1,16.8,0.0,34,1030.9,4.8,6.0,7.8,160.0
15.7,14.8,16.3,0.0,38,1030.7,4.6,5.7,8.3,164.0
15.4,14.7,16.1,0.0,39,1030.5,4.4,5.0,7.1,174.0
14.8,14.2,15.6,0.0,37,1030.6,3.8,5.0,7.1,164.0
14.3,13.9,14.9,0.0,37,1030.7,3.0,3.6,5.2,168.0
13.7,12.7,14.4,0.0,40,1030.7,2.6,3.4,5.3,190.0
12.0,11.6,12.7,0.0,45,1030.9,2.4,2.7,3.7,245.0
11.1,10.7,11.6,0.0,47,1031.1,2.3,2.6,3.5,225.0
10.3,9.8,10.7,0.0,49,1031.4,1.6,2.3,2.9,212.0
9.2,8.8,9.8,0.0,71,1031.5,1.4,1.8,2.0,180.0
7.9,7.2,8.7,0.0,81,1031.5,1.4,1.8,1.9,205.0
7.1,6.8,7.4,0.0,81,1031.6,0.9,1.2,1.3,223.0
6.5,6.1,6.8,0.0,83,1031.8,0.8,1.1,1.4,188.0
6.2,5.7,7.5,0.0,88,1032.1,1.3,2.0,2.2,173.0
8.2,7.1,10.8,0.0,80,1032.2,2.1,2.2,2.5,167.0
11.7,10.2,13.5,0.0,63,1032.5,1.7,2.2,3.1,172.0
13.9,13.4,14.6,0.0,47,1032.5,1.5,2.1,3.8,187.0
15.1,14.4,15.7,0.0,42,1032.6,1.7,2.3,3.9,199.0
15.6,15.0,16.5,0.0,41,1032.6,1.9,2.4,4.0,195.0
16.6,16.0,17.4,0.0,39,1032.5,2.4,2.8,4.6,140.0
17.3,16.9,17.7,0.0,37,1032.3,2.9,3.3,5.1,146.0
17.3,16.2,18.3,0.0,41,1032.1,3.5,4.4,5.9,159.0
17.3,16.5,18.1,0.0,42,1031.7,3.9,4.7,6.6,173.0
17.2,16.3,18.6,0.0,44,1031.3,3.8,4.5,6.9,162.0
17.4,16.8,18.2,0.0,40,1030.9,3.7,4.3,6.0,164.0
18.0,17.4,18.6,0.0,36,1030.6,3.2,3.8,5.5,181.0
18.1,17.5,18.6,0.0,35,1030.1,2.8,4.0,5.4,191.0
17.9,17.2,18.4,0.0,36,1029.8,2.4,3.1,4.9,198.0
16.8,15.7,17.8,0.0,44,1029.3,2.5,3.0,4.1,186.0
15.3,14.2,15.9,0.0,55,1029.0,1.9,2.5,3.5,198.0
13.7,13.1,14.2,0.0,57,1028.9,1.9,2.4,3.3,176.0
12.4,11.6,13.0,0.0,57,1029.0,1.5,2.0,2.8,188.0
11.4,11.2,11.6,0.0,67,1029.1,2.1,2.6,3.6,227.0
10.8,10.6,11.2,0.0,74,1029.2,2.1,2.5,3.7,236.0
10.5,10.1,10.8,0.0,74,1029.3,1.8,2.2,3.0,215.0
9.8,9.0,10.1,0.0,73,1029.2,1.6,2.0,2.5,220.0
8.7,8.5,9.1,0.0,75,1029.1,2.0,2.5,3.2,248.0
7.9,7.5,8.5,0.0,85,1029.2,2.1,2.5,2.7,268.0
9.2,8.0,11.0,0.0,83,1029.3,1.4,2.0,2.3,267.0
12.6,11.1,13.9,0.0,71,1029.4,0.6,1.6,1.6,173.0
14.9,13.9,16.0,0.0,64,1029.4,0.4,0.8,1.1,106.0
17.0,15.9,18.2,0.0,50,1029.5,0.7,1.4,2.2,157.0
19.0,18.0,19.9,0.0,35,1029.4,2.7,3.2,4.6,141.0
18.9,18.2,19.4,0.0,32,1029.4,2.8,3.3,5.5,166.0
19.8,18.9,20.6,0.0,29,1029.4,3.1,3.6,5.7,173.0
20.7,20.1,21.3,0.0,29,1029.1,3.6,4.1,5.8,175.0
21.0,20.4,22.1,0.0,28,1028.7,4.1,4.8,6.5,153.0
21.3,20.7,21.9,0.0,28,1028.2,4.3,5.2,7.1,155.0
21.7,21.1,22.7,0.0,28,1027.7,4.3,5.3,7.5,171.0
22.5,21.9,23.1,0.0,27,1027.0,3.3,4.2,6.6,196.0
22.1,21.5,22.6,0.0,28,1026.5,3.7,4.3,6.8,179.0
20.9,19.3,22.0,0.0,37,1026.1,3.7,4.5,6.4,177.0
18.5,17.9,19.4,0.0,44,1025.8,4.2,4.7,6.5,182.0
17.3,16.4,18.0,0.0,42,1025.4,4.0,4.7,7.0,185.0
16.0,15.5,16.4,0.0,47,1025.4,3.8,4.6,6.3,199.0
14.8,14.3,15.5,0.0,57,1025.3,3.0,4.5,5.5,220.0
13.6,13.2,14.2,0.0,70,1025.3,3.1,3.5,4.8,222.0
12.6,12.3,13.1,0.0,76,1025.2,2.5,3.1,3.6,222.0
12.2,12.0,12.4,0.0,76,1025.2,2.6,3.2,3.9,227.0
11.8,11.4,12.3,0.0,70,1024.9,1.7,2.0,2.5,223.0
10.7,10.0,11.7,0.0,70,1024.6,1.7,2.1,2.3,252.0
9.8,9.6,10.2,0.0,78,1024.7,1.8,2.3,2.5,265.0
11.4,10.3,13.2,0.0,76,1024.5,0.9,1.4,1.6,228.0
14.8,13.3,16.2,0.0,65,1024.3,0.9,1.1,1.7,158.0
17.4,16.1,18.4,0.0,51,1024.1,1.7,2.2,3.5,164.0
19.0,18.2,19.6,0.0,38,1023.8,1.6,2.5,3.6,176.0
20.1,19.5,20.6,0.0,36,1023.7,2.2,2.7,3.7,232.0
